#chrom	pos	AAAA	AABA	ABAA	ABBA	BAAA	BABA	BBAA	BBBA	Other
7	592998815	493330	33	14	3	9	1	0	6	6535
7	593498814	493432	11	10	4	4	0	0	2	6524
7	593998813	492596	14	3	0	2	0	0	3	7414
7	594498812	492471	13	7	0	3	0	0	5	7594
7	594998811	492818	13	9	1	2	2	2	6	7114
7	595498810	492155	55	27	4	33	2	1	29	7841
7	595998809	492147	16	14	1	10	2	2	7	7916
7	596498808	491359	20	6	1	7	0	1	4	8599
7	596998807	492994	30	6	1	1	0	5	7	7016
7	597498806	493741	11	5	0	6	0	0	1	6546
7	597998805	493137	42	15	2	9	0	0	8	6602
7	598498804	493147	16	12	0	16	1	2	13	6896
7	598998803	492349	18	9	0	7	0	0	12	7544
7	599498802	493138	22	10	1	13	2	1	22	6986
7	599998801	493367	14	7	1	7	1	0	2	6526
7	600498800	493494	7	0	0	3	0	0	2	6559
7	600998799	493433	16	4	1	12	3	0	5	6604
7	601498798	493660	37	18	1	17	0	0	9	6267
7	601998797	493377	14	9	0	15	1	0	13	6594
7	602498796	493750	30	14	1	7	0	1	3	6308
7	602998795	494110	34	7	1	12	2	1	9	5837
7	603498794	492537	36	20	0	22	4	1	26	7485
7	603998793	492580	44	41	8	37	3	4	39	7433
7	604498792	493548	38	22	3	14	5	1	19	6517
7	604998791	493583	33	14	0	4	0	1	9	6591
7	605498790	492860	35	23	1	21	0	1	20	6948
7	605998789	493132	11	5	0	4	0	2	3	6786
7	606498788	492916	14	4	0	9	1	2	1	7087
7	606998787	493451	4	7	0	2	0	1	1	6580
7	607498786	493232	4	2	0	2	0	0	4	6745
7	607998785	493271	9	13	0	11	1	1	10	6750
7	608498784	492763	31	22	1	18	0	2	15	7216
7	608998783	493561	86	62	2	63	7	10	40	6513
7	609498782	492967	37	16	0	9	0	0	14	6989
7	609998781	492924	33	5	1	9	0	1	12	7119
7	610498780	492598	40	11	1	17	0	0	14	7353
7	610998779	493340	18	5	1	12	1	4	3	6726
7	611498778	493509	27	6	1	3	0	2	6	6431
7	611998777	493429	72	29	1	36	3	4	34	6566
7	612498776	493999	33	14	0	7	1	1	5	6274
7	612998775	493188	25	11	1	4	1	3	27	6621
7	613498774	493008	7	2	0	7	0	0	6	7006
7	613998773	493414	15	2	0	5	1	0	3	6477
7	614498772	492594	4	0	0	2	1	1	8	7434
7	614998771	492279	32	12	2	22	1	3	20	7816
7	615498770	492211	25	20	0	26	2	3	27	7666
7	615998769	492580	26	3	0	14	0	0	3	7824
7	616498768	492664	19	18	1	14	1	0	16	6909
7	616998767	492742	17	6	2	5	1	1	8	7265
7	617498766	492767	16	7	0	0	0	2	19	7305
7	617998765	493451	35	8	0	5	0	1	4	6536
7	618498764	493135	15	20	1	23	1	1	17	6789
7	618998763	493843	3	0	0	1	0	0	1	6200
7	619498762	492628	23	8	0	4	0	0	8	7397
7	619998761	493405	18	7	0	2	1	2	4	6602
7	620498760	492228	14	2	2	2	0	0	1	7725
7	620998759	492862	27	18	0	17	2	0	16	7157
7	621498758	492692	25	8	1	3	0	1	5	7295
7	621998757	493753	40	1	0	2	1	1	5	6344
7	622498756	494079	23	6	0	10	1	0	4	5896
7	622998755	493370	29	7	0	5	0	1	2	6544
7	623498754	492970	34	26	0	23	4	1	12	7109
7	623998753	493135	35	27	0	21	2	5	18	6871
7	624498752	492471	53	23	0	12	2	6	6	7488
7	624998751	493324	38	18	3	24	0	0	19	6741
7	625498750	492922	17	17	1	11	1	0	11	6962
7	625998749	492642	14	3	0	10	0	0	9	7379
7	626498748	492677	18	11	3	5	2	2	6	7299
7	626998747	492031	32	25	1	20	2	2	19	8003
7	627498746	492864	7	2	1	0	0	0	2	7186
7	627998745	492723	18	5	0	1	0	0	5	7222
7	628498744	492802	68	52	4	51	7	2	35	7241
7	628998743	492469	21	31	1	30	1	1	14	7476
7	629498742	492694	29	25	3	18	3	1	21	7390
7	629998741	492426	45	7	0	22	2	1	13	7506
7	630498740	492087	15	9	0	11	0	0	12	7945
7	630998739	492993	14	9	0	3	0	2	12	7028
7	631498738	492656	20	12	2	5	0	1	14	7313
7	631998737	492446	18	4	1	7	3	3	6	7514
7	632498736	492531	26	21	2	29	4	2	9	7501
7	632998735	492307	36	28	2	18	2	4	21	7696
7	633498734	492295	33	9	0	17	0	0	15	7693
7	633998733	492791	23	15	0	18	3	1	4	7300
7	634498732	491909	22	14	3	10	0	0	13	8116
7	634998731	491760	51	29	2	29	4	1	27	8080
7	635498730	492364	8	2	0	1	0	0	1	7825
7	635998729	491666	14	1	0	2	1	1	1	8176
7	636498728	465202	86	45	4	43	7	9	33	9169
8	636998727	489677	124	129	15	109	11	20	102	10341
8	637498726	491101	136	71	9	48	4	17	82	8975
8	637998725	493078	14	7	0	9	3	2	12	6839
8	638498724	492954	20	13	0	7	1	1	15	7047
8	638998723	489714	39	37	3	35	1	5	32	10291
8	639498722	491858	62	39	5	37	2	4	42	8201
8	639998721	492833	9	12	0	10	2	2	11	7164
8	640498720	493367	14	6	0	5	1	0	1	6581
8	640998719	492784	26	28	2	19	1	2	18	7304
8	641498718	492732	10	4	0	4	0	0	7	7321
8	641998717	493146	18	10	0	12	1	2	9	6713
8	642498716	493505	24	23	0	37	1	2	21	6546
8	642998715	493825	25	15	3	16	3	0	23	6123
8	643498714	493494	32	9	1	5	1	2	6	6593
8	643998713	493707	28	18	1	16	0	2	12	6452
8	644498712	492662	43	36	2	26	1	1	21	7106
8	644998711	492807	63	55	3	39	3	5	47	7278
8	645498710	493415	17	7	1	12	1	1	11	6498
8	645998709	493436	14	9	4	7	1	2	7	6655
8	646498708	494045	7	15	1	3	3	0	4	5889
8	646998707	493293	31	17	2	11	2	6	12	6678
8	647498706	494165	25	28	1	24	0	7	11	6127
8	647998705	492878	39	16	2	15	0	1	17	6802
8	648498704	493765	15	1	0	1	0	1	1	6248
8	648998703	494046	18	13	2	6	0	2	7	6107
8	649498702	493487	16	0	0	2	0	1	5	6355
8	649998701	492877	27	13	0	8	1	2	6	7255
8	650498700	493646	14	6	0	6	1	1	11	6357
8	650998699	493647	19	3	0	0	0	1	5	6292
8	651498698	493612	6	9	0	5	1	0	6	6338
8	651998697	494077	5	6	0	10	1	0	2	6037
8	652498696	493631	49	31	4	24	5	2	43	6649
8	652998695	492987	15	3	0	6	0	0	4	6629
8	653498694	492907	31	22	1	31	11	0	14	7157
8	653998693	492779	26	22	0	19	3	3	14	7134
8	654498692	493451	34	28	7	33	3	4	28	6652
8	654998691	492556	50	15	4	19	3	3	17	7347
8	655498690	492885	33	20	0	21	2	2	16	7167
8	655998689	492639	38	19	2	22	2	1	23	7394
8	656498688	492636	30	17	1	23	3	2	24	7420
8	656998687	492130	30	14	1	10	1	1	17	7858
8	657498686	491738	62	51	3	52	3	3	30	8159
8	657998685	492788	44	27	8	23	6	5	26	7334
8	658498684	492192	24	21	2	27	2	8	19	7650
8	658998683	493578	64	32	1	16	1	2	16	6615
8	659498682	492649	37	41	1	39	0	6	35	7285
8	659998681	492759	20	16	1	11	4	6	25	7194
8	660498680	492842	26	20	0	18	0	3	9	7279
8	660998679	492562	39	21	2	23	4	2	9	7230
8	661498678	492870	24	14	1	16	1	3	13	7156
8	661998677	492765	26	33	3	29	1	2	32	7205
8	662498676	492924	45	15	1	16	3	0	12	7072
8	662998675	493062	31	20	0	11	2	4	13	7018
8	663498674	493959	20	5	1	7	2	4	2	5972
8	663998673	493831	11	2	2	4	1	2	4	6377
8	664498672	493404	32	15	1	10	1	1	6	6416
8	664998671	492648	46	16	8	17	0	4	13	7348
8	665498670	493173	35	25	0	26	2	6	44	6952
8	665998669	493225	28	12	2	12	1	0	11	6765
8	666498668	493971	30	28	0	23	1	1	18	5909
8	666998667	493676	27	4	0	2	0	0	5	6357
8	667498666	493005	19	5	1	2	0	1	7	7067
8	667998665	493112	18	6	3	14	3	0	15	6888
8	668498664	493890	25	15	1	17	1	1	14	5981
8	668998663	493706	22	10	3	7	4	3	9	6301
8	669498662	493624	41	8	0	6	1	1	5	6491
8	669998661	493015	34	19	8	17	1	0	21	7073
8	670498660	492883	34	28	1	17	3	0	20	7049
8	670998659	493367	23	8	0	7	0	0	1	6507
8	671498658	493791	34	3	0	1	0	0	1	6206
8	671998657	494145	36	16	0	23	4	7	17	6156
8	672498656	494326	29	22	2	7	0	3	4	5389
8	672998655	493470	35	27	0	22	1	4	21	6529
8	673498654	493925	44	20	0	11	5	4	21	6102
8	673998653	493303	22	13	1	11	0	4	18	6700
8	674498652	493433	20	10	2	7	1	0	8	6648
8	674998651	493173	35	11	2	3	2	3	17	6695
8	675498650	493405	7	7	0	3	2	1	1	6593
8	675998649	493071	12	5	0	1	1	0	3	7008
8	676498648	493414	11	5	0	2	1	2	8	6530
8	676998647	493138	7	4	1	5	1	0	7	7036
8	677498646	493869	29	17	1	18	0	1	9	6062
8	677998645	493657	39	28	0	27	0	2	21	6421
8	678498644	493098	27	13	5	11	1	1	17	6698
8	678998643	494032	14	1	0	1	0	0	1	6023
8	679498642	492806	33	6	0	9	1	1	9	7458
8	679998641	492505	12	1	0	3	0	0	1	7242
8	680498640	492411	14	14	0	19	0	1	11	7513
8	680998639	492740	40	11	0	8	3	4	16	7342
8	681498638	494200	10	1	3	5	1	2	2	5760
8	681998637	493367	46	12	1	17	3	3	13	6591
8	682498636	492884	13	9	1	18	1	1	7	7194
8	682998635	492861	13	5	0	3	1	5	7	7156
8	683498634	492979	20	6	1	6	1	4	15	6964
8	683998633	493381	24	1	0	10	0	0	6	6596
8	684498632	492866	22	12	0	17	0	1	10	7118
8	684998631	493787	11	8	0	2	0	3	6	6229
8	685498630	493695	6	5	0	2	0	0	16	6291
8	685998629	493030	7	5	0	2	1	1	0	7174
8	686498628	492294	27	10	1	9	1	0	5	7767
8	686998627	492582	15	4	0	13	1	1	6	7186
8	687498626	493410	26	10	8	12	1	0	20	6724
8	687998625	493332	16	10	1	8	1	0	5	6536
8	688498624	493043	19	2	2	2	0	0	0	6994
8	688998623	493198	11	6	3	2	0	0	2	6838
8	689498622	493743	11	3	0	12	0	0	0	6221
8	689998621	493302	45	31	0	25	1	3	18	6627
8	690498620	493152	21	3	1	7	0	1	10	7123
8	690998619	492270	19	7	0	12	2	0	9	7500
8	691498618	492339	29	13	2	11	0	3	12	7833
8	691998617	492669	31	12	0	9	2	0	8	7143
8	692498616	492258	23	20	2	16	2	6	20	7750
8	692998615	492469	19	10	0	10	0	2	1	7547
8	693498614	492365	8	1	0	7	0	1	2	7611
8	693998613	492874	11	8	0	17	5	1	9	7157
8	694498612	491699	45	18	4	14	0	1	25	8243
8	694998611	492283	19	12	1	6	1	0	17	7732
8	695498610	491935	18	14	2	15	3	2	7	8074
8	695998609	492891	10	4	0	4	0	0	2	7078
8	696498608	492820	35	19	0	12	4	2	13	7281
8	696998607	492801	2	0	0	1	0	0	1	7394
8	697498606	492621	7	7	1	9	1	0	4	7222
8	697998605	491749	18	2	3	2	1	1	4	8124
8	698498604	492914	9	2	0	1	0	0	2	7116
8	698998603	492486	13	7	0	6	0	1	9	7539
8	699498602	493413	30	10	0	12	0	0	4	6575
8	699998601	492008	13	12	0	4	0	0	5	7950
8	700498600	491238	8	1	0	1	0	0	0	8764
8	700998599	491400	12	1	0	6	0	1	2	8589
8	701498598	490308	17	17	1	16	2	2	12	9689
8	701998597	492473	8	2	0	1	0	0	0	7732
8	702498596	491780	13	5	0	8	2	0	5	8026
8	702998595	491893	17	9	0	4	0	0	4	8129
8	703498594	492432	14	2	1	2	0	0	9	7738
8	703998593	492338	3	1	1	6	0	0	10	7641
8	704498592	492643	10	1	0	1	0	1	2	7332
8	704998591	492282	28	3	0	5	0	1	8	7589
8	705498590	492715	11	7	1	4	0	2	9	7349
8	705998589	492771	8	2	2	1	1	0	6	7217
8	706498588	492006	6	1	0	6	0	1	1	7949
8	706998587	492710	24	8	0	9	0	0	4	7291
8	707498586	493367	12	0	0	2	0	2	2	6639
8	707998585	492710	14	1	0	4	0	1	1	7785
8	708498584	491710	17	4	5	5	1	4	1	7851
8	708998583	491424	6	2	0	2	0	1	5	8509
8	709498582	490089	13	11	0	13	1	2	19	10013
8	709998581	484823	97	66	4	73	21	10	66	15062
8	710498580	479684	80	64	8	104	31	11	44	20302
8	710998579	318176	52	33	6	44	1	10	36	12177
9	711498578	492963	24	4	0	4	0	0	2	7051
9	711998577	493227	3	0	0	7	0	2	1	6798
9	712498576	492404	6	0	0	6	0	1	9	7559
9	712998575	493026	4	1	0	0	0	0	4	7205
9	713498574	492216	4	0	0	5	0	2	6	7598
9	713998573	492476	20	14	1	6	1	0	6	7477
9	714498572	492357	19	2	1	1	0	1	2	7767
9	714998571	492115	21	5	0	2	0	0	7	7800
9	715498570	492837	39	4	2	9	0	2	0	7129
9	715998569	492901	19	3	0	6	0	1	3	7169
9	716498568	492157	33	4	5	2	0	5	7	7777
9	716998567	492838	11	9	1	7	1	2	7	7729
9	717498566	490953	7	5	0	1	0	0	0	8475
9	717998565	491933	0	0	0	1	0	0	0	8181
9	718498564	491916	20	5	0	2	7	0	3	8047
9	718998563	492802	37	34	1	31	4	5	42	7301
9	719498562	492683	8	1	0	1	1	1	7	7137
9	719998561	495315	29	22	1	27	0	0	22	4684
9	720498560	494722	46	32	1	32	0	3	26	5285
9	720998559	494143	21	2	0	2	0	0	1	5855
9	721498558	493961	58	48	4	37	3	4	35	6043
9	721998557	494040	35	23	2	27	3	13	12	6040
9	722498556	494328	11	3	0	1	0	0	4	5732
9	722998555	493222	32	7	2	6	1	1	7	6631
9	723498554	493973	37	10	0	3	0	1	5	6335
9	723998553	492716	41	11	4	4	0	0	10	7036
9	724498552	493497	10	3	1	5	0	0	0	6612
9	724998551	493124	16	2	0	2	0	0	7	6754
9	725498550	494135	21	7	2	3	1	1	2	5985
9	725998549	493565	16	1	0	3	0	3	0	6462
9	726498548	493022	27	7	0	2	0	2	1	6896
9	726998547	493534	12	10	2	4	0	1	5	6371
9	727498546	493847	12	21	1	19	1	1	17	6269
9	727998545	494236	46	37	3	36	3	3	38	5633
9	728498544	494006	11	12	3	8	1	0	6	6024
9	728998543	493229	25	28	4	25	2	2	24	6923
9	729498542	494565	5	5	0	8	0	2	4	5273
9	729998541	493240	31	6	0	9	1	1	8	7004
9	730498540	493143	11	6	1	3	0	1	2	6596
9	730998539	493056	16	4	2	3	0	2	9	7042
9	731498538	493026	26	14	1	11	0	1	6	6886
9	731998537	493178	12	1	0	5	0	0	5	6829
9	732498536	492479	22	14	0	12	4	1	6	7653
9	732998535	492860	61	17	0	12	2	5	26	7010
9	733498534	493406	8	1	0	2	0	0	1	6668
9	733998533	493131	26	7	0	6	1	0	5	6857
9	734498532	492962	27	8	0	7	0	1	6	7061
9	734998531	493442	4	1	0	4	0	0	5	6535
9	735498530	493312	3	3	1	6	0	0	4	6733
9	735998529	493672	33	19	3	14	0	1	9	6442
9	736498528	493032	24	3	1	7	0	3	1	6791
9	736998527	493267	3	2	1	5	0	0	5	6695
9	737498526	492991	12	2	0	5	0	0	3	7006
9	737998525	493424	14	1	1	4	0	0	7	6706
9	738498524	492754	31	23	3	16	5	0	18	7158
9	738998523	492617	29	10	2	11	0	2	5	7336
9	739498522	493001	44	28	0	22	2	2	27	6989
9	739998521	493283	52	18	1	12	2	1	14	6841
9	740498520	493184	28	5	7	5	1	1	3	6682
9	740998519	493309	38	26	4	17	1	9	19	6807
9	741498518	493312	17	4	3	3	0	1	13	6669
9	741998517	492106	19	9	3	15	0	1	11	7803
9	742498516	493627	11	7	1	4	1	0	4	6362
9	742998515	492916	7	2	0	10	2	0	3	7167
9	743498514	493348	2	0	0	1	0	0	0	6926
9	743998513	492925	13	5	0	3	0	2	8	6985
9	744498512	493132	36	12	0	11	1	2	20	6650
9	744998511	493476	25	8	0	8	0	3	15	6818
9	745498510	493266	43	8	0	5	0	2	11	6417
9	745998509	493854	16	5	0	12	1	1	4	6133
9	746498508	493642	21	13	2	7	0	4	7	6548
9	746998507	493640	35	7	2	4	1	0	9	6201
9	747498506	493132	15	1	1	9	2	2	22	6854
9	747998505	493337	3	0	0	0	1	2	0	6653
9	748498504	493705	29	3	0	10	1	0	0	6366
9	748998503	492914	35	19	1	21	0	5	21	7358
9	749498502	492302	9	3	0	0	1	0	3	7365
9	749998501	492105	6	8	1	21	2	1	3	7934
9	750498500	492119	18	6	0	6	0	0	1	7842
9	750998499	492658	5	0	0	2	0	0	3	7351
9	751498498	493224	22	3	0	5	4	0	3	6750
9	751998497	492926	32	6	1	3	1	0	3	7076
9	752498496	492936	23	16	0	15	1	0	23	7049
9	752998495	493412	34	15	1	11	1	0	10	6620
9	753498494	493276	34	7	1	2	1	2	2	6929
9	753998493	492786	13	10	2	4	0	0	5	7024
9	754498492	493194	36	11	2	12	2	0	10	6789
9	754998491	493821	12	9	0	8	0	0	18	6174
9	755498490	493356	46	36	1	36	4	6	15	6623
9	755998489	492740	29	8	1	4	2	0	6	7341
9	756498488	493353	21	1	0	5	0	0	2	6619
9	756998487	492544	43	11	3	8	3	0	20	7405
9	757498486	492755	24	16	3	22	0	2	12	7309
9	757998485	492441	15	4	1	6	0	1	13	7550
9	758498484	491799	65	40	3	35	4	10	42	8277
9	758998483	492221	28	12	2	10	1	3	18	7691
9	759498482	492976	13	2	0	1	0	0	0	7010
9	759998481	492806	4	2	0	0	0	0	2	7161
9	760498480	492563	11	1	1	4	0	1	9	7478
9	760998479	491450	3	4	0	0	0	0	0	8568
9	761498478	491529	5	0	0	0	0	0	2	8466
9	761998477	491434	0	0	0	0	0	0	0	8521
9	762498476	491365	3	1	0	0	0	0	0	8629
9	762998475	492768	10	3	0	0	0	0	0	7233
9	763498474	492815	13	3	1	4	0	0	1	7178
9	763998473	493029	23	3	0	5	0	4	6	6993
9	764498472	492494	11	3	0	0	0	0	0	7484
9	764998471	492325	19	1	0	1	0	0	3	7817
9	765498470	491680	3	3	0	4	0	2	0	8209
9	765998469	492361	34	18	0	10	0	1	18	7679
9	766498468	492574	9	4	1	6	4	0	4	7477
9	766998467	492342	31	6	1	6	0	1	5	7574
9	767498466	493164	21	11	0	9	0	2	6	6863
9	767998465	493548	26	7	0	7	1	1	4	6605
9	768498464	493639	12	3	0	2	0	2	4	6349
9	768998463	492837	32	11	1	18	0	0	8	6962
9	769498462	493319	38	7	1	18	5	6	8	6792
9	769998461	492752	17	5	0	5	4	1	4	7134
9	770498460	492728	29	9	1	7	2	1	11	7488
9	770998459	492553	23	17	1	12	3	2	27	7292
9	771498458	491060	63	48	2	33	6	4	42	8886
9	771998457	491469	36	7	4	15	1	1	9	8558
9	772498456	72876	4	1	0	2	0	0	1	1071
10	772998455	497240	607	1585	176	1443	38	62	1371	2829
10	773498454	497248	599	1460	162	1351	27	45	1189	2781
10	773998453	497465	496	1380	155	1300	22	21	1179	2444
10	774498452	497382	448	1425	179	1260	16	41	1250	2721
10	774998451	498144	647	1629	186	1517	34	67	1324	1833
10	775498450	498095	660	1632	181	1464	80	82	1307	1886
10	775998449	497961	724	1615	131	1435	107	90	1283	2006
10	776498448	497464	659	1475	125	1488	89	101	1502	2648
10	776998447	497320	669	1433	133	1363	146	88	1586	2602
10	777498446	498080	717	1496	123	1477	83	122	1181	2014
10	777998445	497492	795	1697	155	1502	101	127	1201	2348
10	778498444	497719	705	1408	164	1389	40	35	1341	2327
10	778998443	497503	702	1622	166	1550	108	106	1290	2468
10	779498442	497786	708	1559	110	1461	127	95	1242	2202
10	779998441	496489	645	1488	95	1337	99	92	1351	3587
10	780498440	498239	657	1560	119	1410	52	61	1251	2078
10	780998439	497810	650	1592	58	1464	84	78	1562	1897
10	781498438	497579	791	1718	226	1574	111	77	1292	2412
10	781998437	497919	687	1709	160	1538	106	93	1130	2033
10	782498436	498085	688	1670	147	1539	99	79	1118	1877
10	782998435	498033	783	1640	101	1487	86	162	1279	1976
10	783498434	497565	728	1535	96	1335	125	127	1268	2437
10	783998433	497623	735	1558	163	1430	122	106	1219	2402
10	784498432	497725	688	1649	110	1398	127	96	1197	2380
10	784998431	497969	663	1565	95	1400	60	62	1219	1945
10	785498430	498354	666	1615	71	1465	63	101	1219	1602
10	785998429	497138	679	1485	126	1317	124	129	1143	2874
10	786498428	497697	774	1662	166	1433	135	100	1281	2282
10	786998427	497618	881	1733	148	1612	219	143	1315	2395
10	787498426	497341	863	1705	120	1476	143	243	1226	2633
10	787998425	497507	771	1567	193	1623	127	134	1419	2555
10	788498424	498733	593	1533	162	1378	72	101	1108	2227
10	788998423	495138	1206	2293	410	2138	465	484	1794	3947
10	789498422	496839	512	1409	90	1176	54	97	1000	3057
10	789998421	496371	505	1286	61	1097	80	97	1183	3639
10	790498420	495128	831	1799	177	1582	197	226	1227	4864
10	790998419	494702	742	1637	181	1476	165	194	1554	5378
10	791498418	495993	796	1827	169	1439	168	267	1828	3948
10	791998417	496590	838	1815	126	1575	100	195	1440	3391
10	792498416	496718	582	1613	106	1348	96	136	1153	3378
10	792998415	497201	577	1567	53	1329	97	138	930	2764
10	793498414	497183	637	1645	106	1411	174	98	1183	2785
10	793998413	496320	766	1705	203	1619	128	159	1098	3802
10	794498412	497414	713	1712	139	1708	90	150	1322	2580
10	794998411	496930	737	1745	121	1522	105	155	1156	2962
10	795498410	497386	796	1649	69	1514	75	177	1167	2765
10	795998409	497511	621	1655	50	1419	52	112	1112	2352
10	796498408	497191	631	1602	81	1444	58	117	1361	2868
10	796998407	497341	659	1379	89	1376	57	113	1196	2861
10	797498406	497255	551	1486	36	1300	35	39	1545	2438
10	797998405	497724	675	1697	76	1492	64	94	1334	2336
10	798498404	497697	690	1657	66	1446	103	93	891	2507
10	798998403	497532	679	1558	105	1465	51	111	848	2227
10	799498402	497117	652	1580	59	1431	60	99	1087	2873
10	799998401	497341	557	1525	105	1448	79	80	1229	2732
10	800498400	497388	804	1779	122	1621	141	144	1255	2541
10	800998399	497819	587	1568	59	1448	73	105	916	2168
10	801498398	497441	720	1667	101	1523	87	218	1088	2582
10	801998397	497962	780	1852	113	1584	110	144	1269	2083
10	802498396	497962	903	1754	126	1606	104	286	1245	1967
10	802998395	498298	741	1762	88	1548	101	224	1313	1789
10	803498394	498387	703	1746	59	1506	64	172	1123	1673
10	803998393	497535	781	1866	150	1673	118	194	1358	2466
10	804498392	497404	802	1535	66	1304	70	205	1080	2444
10	804998391	498136	714	1782	82	1514	142	140	915	1857
10	805498390	498095	887	1829	141	1768	161	217	1140	1948
10	805998389	497966	752	1707	130	1474	179	133	922	2018
10	806498388	497749	768	1879	163	1634	157	107	1228	2230
10	806998387	497411	926	1948	220	1738	133	223	1422	2624
10	807498386	497729	810	1932	205	1759	156	199	1357	2355
10	807998385	497288	864	1547	113	1428	76	214	1120	2621
10	808498384	497563	757	1538	95	1362	113	188	1582	2427
10	808998383	497736	858	1733	160	1651	216	137	1262	2273
10	809498382	497896	834	1842	158	1573	216	165	1443	2079
10	809998381	497593	1001	1978	157	1707	222	194	1266	2480
10	810498380	497725	767	1943	140	1609	214	149	1174	2241
10	810998379	497910	862	1736	178	1613	165	168	976	2115
10	811498378	498110	786	1715	165	1504	85	135	960	1842
10	811998377	498046	704	1581	161	1456	147	107	1172	2015
10	812498376	497991	723	1623	102	1483	135	130	1045	2080
10	812998375	498029	825	1679	137	1543	140	165	1189	1851
10	813498374	497926	874	1778	143	1568	134	174	1377	2048
10	813998373	497982	670	1611	98	1395	106	76	1279	2204
10	814498372	497654	773	1774	132	1552	121	121	1239	2174
10	814998371	498213	635	1678	96	1512	128	115	1442	1833
10	815498370	498456	669	1671	76	1403	103	123	1091	1626
10	815998369	497801	681	1498	134	1422	71	93	896	2053
10	816498368	497716	603	1595	144	1413	65	62	902	2319
10	816998367	498149	651	1599	132	1504	85	115	1029	1867
10	817498366	498028	665	1520	110	1434	91	55	957	1955
10	817998365	497692	648	1586	105	1460	121	45	1004	2325
10	818498364	497837	694	1698	98	1464	77	107	754	2220
10	818998363	497783	712	1540	116	1325	64	100	765	2160
10	819498362	497362	635	1407	61	1362	81	71	1191	2596
10	819998361	498091	719	1660	103	1526	93	153	1191	1919
10	820498360	498414	613	1533	102	1329	63	40	1604	1873
10	820998359	497733	750	1858	155	1612	90	134	1084	1981
10	821498358	497955	768	1825	128	1644	105	146	1152	2129
10	821998357	497350	737	1731	185	1587	91	126	1102	2636
10	822498356	497496	680	1638	88	1379	95	71	1054	2416
10	822998355	497956	714	1564	101	1448	100	90	992	2051
10	823498354	497895	780	1734	123	1585	142	230	1095	2090
10	823998353	497758	828	1724	165	1548	177	152	1104	2292
10	824498352	498084	835	1784	203	1515	184	185	1066	2075
10	824998351	497616	866	1568	193	1571	189	212	1069	2464
10	825498350	497187	798	1542	145	1421	185	137	1222	2552
10	825998349	497652	841	1578	168	1462	175	128	1176	2572
10	826498348	497106	830	1552	142	1398	194	227	1242	2647
10	826998347	498100	776	1743	127	1459	220	180	1180	2310
10	827498346	497542	675	1451	113	1379	82	94	945	2048
10	827998345	497858	797	1601	83	1448	128	101	1003	2202
10	828498344	497933	770	1617	71	1398	119	126	1039	2135
10	828998343	497926	741	1619	129	1386	107	95	861	2017
10	829498342	498107	802	1752	148	1435	138	142	931	1821
10	829998341	498013	810	1621	146	1505	105	128	826	1981
10	830498340	497883	789	1626	107	1486	131	134	996	2165
10	830998339	498290	694	1544	103	1419	118	61	830	1840
10	831498338	498109	703	1568	89	1317	91	147	727	1800
10	831998337	498399	813	1615	97	1498	87	140	988	1566
10	832498336	498091	773	1715	118	1506	165	90	1019	1881
10	832998335	498449	669	1733	141	1470	99	66	960	1532
10	833498334	498051	685	1662	102	1507	99	115	1033	2066
10	833998333	497527	616	1413	51	1260	95	64	1088	2361
10	834498332	497089	677	1512	173	1442	94	116	1407	2985
10	834998331	497414	760	1682	157	1498	107	123	1232	2529
10	835498330	498092	635	1348	108	1252	59	54	949	1917
10	835998329	497830	742	1540	67	1370	63	153	1017	2242
10	836498328	498499	700	1619	106	1483	86	97	809	1974
10	836998327	497189	705	1576	99	1382	67	139	1030	2240
10	837498326	497533	751	1735	83	1547	120	232	1015	2559
10	837998325	498191	788	1774	130	1667	118	247	887	1716
10	838498324	497648	842	1727	154	1557	146	120	1123	2352
10	838998323	497920	888	1769	153	1639	174	184	959	2088
10	839498322	498158	828	1800	160	1675	131	230	907	1935
10	839998321	497157	879	1756	160	1626	189	196	920	2757
10	840498320	496494	983	1983	240	1734	255	224	1309	3572
10	840998319	496947	823	1535	139	1433	161	140	961	3173
10	841498318	495728	779	1494	115	1353	111	179	935	4087
10	841998317	328490	478	1066	102	904	126	114	808	2827
11	842498316	497132	1032	2334	225	2273	234	371	1542	3041
11	842998315	498209	563	1612	66	1464	37	42	1418	1697
11	843498314	497908	667	1607	144	1516	34	158	1300	2061
11	843998313	497541	768	1698	21	1404	47	289	1071	2422
11	844498312	497976	633	1708	97	1520	50	153	1287	2022
11	844998311	497841	779	1818	85	1586	116	200	1360	2179
11	845498310	497424	787	1603	47	1435	23	418	956	2586
11	845998309	497864	766	1662	60	1434	60	217	1035	2249
11	846498308	497862	776	1493	99	1576	39	240	1135	2061
11	846998307	497937	819	1572	77	1492	41	219	1455	2147
11	847498306	497604	939	1578	51	1558	73	340	1130	2238
11	847998305	498039	749	1613	47	1289	106	208	1090	1987
11	848498304	498047	863	1789	113	1500	108	186	1105	2018
11	848998303	497835	780	1670	118	1508	123	156	1395	2095
11	849498302	497818	865	1559	72	1509	96	229	1244	2215
11	849998301	497761	963	1615	106	1575	111	214	1304	2210
11	850498300	498115	698	1707	86	1450	75	200	970	2208
11	850998299	497287	874	1639	118	1534	85	165	1152	2450
11	851498298	496294	909	1614	166	1573	165	239	1250	3663
11	851998297	496988	963	1679	142	1608	133	264	1305	3153
