#chrom	pos	AAAA	AABA	ABAA	ABBA	BAAA	BABA	BBAA	BBBA	Dcub	D-stat	ChiSq
5	476897402	493268	1149	612	231	960	220	311	1486	1.45094E-05	0.024390244	0.268292683
5	477397819	493121	1099	781	264	1113	246	290	1409	4.3965E-05	0.035294118	0.635294118
5	477898236	410755	777	459	197	864	115	183	863	0.018154228	0.262820513	21.55128205
6	478398653	496568	552	373	115	519	131	103	1020	-0.000275141	-0.06504065	1.040650407
6	478899070	495250	736	223	48	616	57	19	1267	-0.000629738	-0.085714286	0.771428571
6	479399487	495824	624	189	25	627	32	29	1482	-0.001852122	-0.122807018	0.859649123
6	479899904	496115	657	246	64	628	76	59	1252	-0.000629738	-0.085714286	1.028571429
6	480400321	496017	698	359	79	762	107	63	1244	-0.003411421	-0.150537634	4.215053763
6	480900738	496391	681	177	38	682	40	108	1106	-1.6858E-05	-0.025641026	0.051282051
6	481401155	496809	529	160	11	502	18	58	868	-0.014063717	-0.24137931	1.689655172
6	481901572	496509	646	162	46	598	27	60	1013	0.01763162	0.260273973	4.945205479
6	482401989	495357	801	350	117	756	88	152	1464	0.002830951	0.141463415	4.102439024
6	482902406	495863	750	205	74	674	44	125	1496	0.016433034	0.254237288	7.627118644
6	483402823	495422	820	329	65	761	99	127	1501	-0.008910564	-0.207317073	7.048780488
6	483903240	494970	825	253	50	792	84	48	1197	-0.016335121	-0.253731343	8.626865672
6	484403657	494915	905	246	35	814	71	68	1336	-0.039173277	-0.339622642	12.22641509
6	484904074	495368	768	327	49	763	164	66	1117	-0.157381873	-0.539906103	62.08920188
6	485404491	496032	734	236	52	611	69	59	1205	-0.00277326	-0.140495868	2.388429752
6	485904908	495545	738	182	33	786	38	81	1196	-0.000349249	-0.070422535	0.352112676
6	486405325	495661	838	259	150	929	68	91	1257	0.053219658	0.376146789	30.8440367
6	486905742	494440	975	299	158	816	53	163	1135	0.123231159	0.497630332	52.25118483
6	487406159	495231	854	336	92	778	98	125	1098	-3.14915E-05	-0.031578947	0.189473684
6	487906576	494341	1029	493	202	816	143	259	1551	0.005001482	0.171014493	10.08985507
6	488406993	495791	893	259	49	669	31	187	1208	0.011390625	0.225	4.05
6	488907410	495500	799	283	67	754	76	153	1083	-0.000249298	-0.062937063	0.566433566
6	489407827	495917	797	282	63	811	64	130	805	-4.8819E-07	-0.007874016	0.007874016
6	489908244	495453	838	274	91	712	98	74	835	-5.08053E-05	-0.037037037	0.259259259
6	490408661	495399	937	297	74	668	64	115	893	0.000380507	0.072463768	0.724637681
6	490909078	495530	889	265	100	759	52	110	1188	0.031491471	0.315789474	15.15789474
6	491409495	495011	990	379	68	768	92	316	1276	-0.003375	-0.15	3.6
6	491909912	496068	807	271	88	689	32	175	914	0.10162963	0.466666667	26.13333333
6	492410329	495538	972	297	80	734	80	274	957	0	0	0
6	492910746	494937	893	371	124	888	93	155	1117	0.002915452	0.142857143	4.428571429
6	493411163	495568	979	230	103	939	43	142	1014	0.069405707	0.410958904	24.65753425
6	493911580	494918	976	352	81	856	111	159	1050	-0.003814697	-0.15625	4.6875
6	494411997	494656	1099	370	110	958	101	285	1167	7.76033E-05	0.042654028	0.383886256
6	494912414	494348	1133	467	126	810	87	315	1191	0.006138398	0.183098592	7.14084507
6	495412831	495241	827	330	90	807	59	116	1067	0.009005882	0.208053691	6.44966443
6	495913248	494901	993	380	54	801	84	118	949	-0.010273691	-0.217391304	6.52173913
6	496413665	495055	922	338	93	996	71	165	854	0.002413996	0.134146341	2.951219512
6	496914082	495216	1034	348	84	847	92	215	1064	-9.39144E-05	-0.045454545	0.363636364
6	497414499	494415	1022	418	127	929	135	188	1369	-2.84686E-05	-0.030534351	0.244274809
6	497914916	494583	930	563	118	881	145	193	1523	-0.001081992	-0.102661597	2.771863118
6	498415333	494828	1067	557	153	980	146	198	1268	1.28316E-05	0.023411371	0.163879599
6	498915750	494604	986	512	137	912	135	220	1027	3.97542E-07	0.007352941	0.014705882
6	499416167	494790	908	407	86	826	97	166	1284	-0.000217182	-0.06010929	0.661202186
6	499916584	495682	804	363	96	786	89	113	913	5.41725E-05	0.037837838	0.264864865
6	500417001	496621	903	340	72	836	116	159	1145	-0.012819895	-0.234042553	10.29787234
6	500917418	493276	1003	471	131	963	140	231	934	-3.66285E-05	-0.033210332	0.298892989
6	501417835	495558	831	399	67	820	101	161	755	-0.008289129	-0.202380952	6.880952381
6	501918252	495736	729	468	110	824	89	77	780	0.001175164	0.105527638	2.216080402
6	502418669	496050	831	369	76	738	123	90	728	-0.013174506	-0.236180905	11.10050251
6	502919086	495449	838	484	119	721	75	152	1153	0.011666829	0.226804124	9.979381443
6	503419503	497306	738	235	62	698	34	138	820	0.024811921	0.291666667	8.166666667
6	503919920	494911	840	331	110	790	78	102	780	0.00493147	0.170212766	5.446808511
6	504420337	495365	827	363	106	804	132	107	1099	-0.001303735	-0.109243697	2.840336134
6	504920754	495137	855	376	95	806	82	197	1327	0.000396196	0.073446328	0.95480226
6	505421171	495307	926	443	117	854	96	156	1175	0.000958339	0.098591549	2.070422535
6	505921588	495308	915	364	124	859	86	190	1054	0.005925062	0.180952381	6.876190476
6	506422005	495110	953	357	93	833	107	218	978	-0.000343	-0.07	0.98
6	506922422	495735	890	333	77	897	85	111	962	-0.000120427	-0.049382716	0.395061728
6	507422839	495110	876	332	81	801	117	104	1319	-0.006010518	-0.181818182	6.545454545
6	507923256	495699	778	378	101	716	96	115	1357	1.63498E-05	0.025380711	0.126903553
6	508423673	494875	931	340	73	742	67	294	1566	7.87172E-05	0.042857143	0.257142857
6	508924090	494734	1052	336	67	734	60	252	1420	0.000167449	0.05511811	0.385826772
6	509424507	493965	1020	441	165	945	138	149	1411	0.00070756	0.089108911	2.405940594
6	509924924	494859	826	300	87	893	87	131	1568	0	0	0
6	510425341	495025	950	310	75	807	75	184	1549	0	0	0
6	510925758	495147	923	385	90	836	107	161	1386	-0.000642611	-0.086294416	1.467005076
6	511426175	494717	931	410	77	845	120	150	1440	-0.010399362	-0.218274112	9.385786802
6	511926592	494375	950	459	140	906	141	233	1424	-4.50693E-08	-0.003558719	0.003558719
6	512427009	495703	763	327	93	740	90	128	1401	4.40566E-06	0.016393443	0.049180328
6	512927426	495501	749	366	76	806	106	129	1253	-0.004478676	-0.164835165	4.945054945
6	513427843	495708	777	334	86	676	103	172	1383	-0.000727715	-0.08994709	1.529100529
6	513928260	495956	759	286	72	758	59	139	1068	0.000977274	0.099236641	1.290076336
6	514428677	495245	948	281	81	718	70	213	1153	0.000386587	0.072847682	0.801324503
6	514929094	494741	965	252	50	792	54	161	1352	-5.68958E-05	-0.038461538	0.153846154
6	515429511	495728	741	216	16	702	23	45	1388	-0.005782296	-0.179487179	1.256410256
6	515929928	495077	697	182	156	728	21	37	1639	0.443691906	0.762711864	102.9661017
6	516430345	495399	765	175	46	737	49	94	1164	-3.14915E-05	-0.031578947	0.094736842
6	516930762	495399	897	118	9	772	12	185	1228	-0.002915452	-0.142857143	0.428571429
6	517431179	494253	742	133	34	820	24	73	1663	0.005125261	0.172413793	1.724137931
6	517931596	494698	629	120	26	696	39	17	1205	-0.008	-0.2	2.6
6	518432013	493760	928	246	68	908	67	111	1586	4.06442E-07	0.007407407	0.007407407
6	518932430	495242	651	384	137	689	125	93	1672	9.60815E-05	0.045801527	0.549618321
6	519432847	495869	794	205	66	680	27	182	1159	0.073747105	0.419354839	16.35483871
6	519933264	494889	706	264	70	805	68	57	1454	3.04406E-06	0.014492754	0.028985507
6	520433681	495325	761	247	97	765	43	125	1351	0.05738484	0.385714286	20.82857143
6	520934098	494935	874	420	49	749	88	186	1212	-0.023069178	-0.284671533	11.10218978
6	521434515	495861	825	297	113	702	81	110	765	0.004487916	0.164948454	5.278350515
6	521934932	495636	741	367	86	721	101	145	1138	-0.000516118	-0.080213904	1.203208556
6	522435349	495461	839	414	95	820	162	173	1245	-0.017718422	-0.260700389	17.46692607
6	522935766	494920	894	401	93	780	100	208	1459	-4.77114E-05	-0.03626943	0.25388601
6	523436183	495470	908	373	57	749	103	191	1223	-0.023763672	-0.2875	13.225
6	523936600	494309	861	356	107	837	109	241	1440	-7.93832E-07	-0.009259259	0.018518519
6	524437017	494746	905	412	84	851	107	247	1195	-0.001746157	-0.120418848	2.769633508
6	524937434	495149	911	416	89	836	91	266	1207	-1.37174E-06	-0.011111111	0.022222222
6	525437851	495879	845	347	92	907	109	100	640	-0.000605004	-0.084577114	1.437810945
6	525938268	494690	859	408	108	833	119	145	1107	-0.000113789	-0.04845815	0.533039648
6	526438685	494582	907	504	106	924	150	175	1262	-0.005077362	-0.171875	7.5625
6	526939102	494980	963	431	180	883	117	219	1204	0.009544481	0.212121212	13.36363636
6	527439519	494861	809	511	115	824	122	124	1126	-2.57661E-05	-0.029535865	0.206751055
6	527939936	496023	862	260	74	681	64	199	1337	0.000380507	0.072463768	0.724637681
6	528440353	493888	930	423	150	859	134	193	1313	0.000178815	0.056338028	0.901408451
6	528940770	494773	911	423	127	852	226	199	1188	-0.022058779	-0.280453258	27.76487252
6	529441187	496020	855	337	72	763	105	200	942	-0.006480702	-0.186440678	6.152542373
6	529941604	495615	734	332	83	714	107	98	1121	-0.002015454	-0.126315789	3.031578947
6	530442021	495849	668	331	129	760	92	92	1037	0.00469276	0.167420814	6.194570136
6	530942438	495664	811	397	158	794	73	129	1079	0.049821963	0.367965368	31.27705628
6	531442855	495878	747	334	76	766	90	108	1174	-0.000599874	-0.084337349	1.180722892
6	531943272	495708	815	414	121	820	126	152	1044	-8.29505E-06	-0.020242915	0.101214575
6	532443689	495749	828	384	76	766	80	181	937	-1.6858E-05	-0.025641026	0.102564103
6	532944106	495057	855	513	97	896	128	197	1166	-0.002615396	-0.137777778	4.271111111
6	533444523	495595	894	345	100	800	61	193	968	0.014213996	0.242236025	9.447204969
6	533944940	495786	749	254	23	656	51	129	1005	-0.054172507	-0.378378378	10.59459459
6	534445357	495507	868	370	33	783	60	114	1091	-0.024470478	-0.290322581	7.838709677
6	534945774	495471	917	326	56	741	64	142	996	-0.000296296	-0.066666667	0.533333333
6	535446191	495659	813	358	73	780	112	101	1070	-0.009368685	-0.210810811	8.221621622
6	535946608	495778	786	374	47	808	80	192	914	-0.017544082	-0.25984252	8.57480315
6	536447025	495791	848	420	111	829	98	146	965	0.000240653	0.062200957	0.80861244
6	536947442	495197	954	488	139	859	178	170	889	-0.001862156	-0.123028391	4.798107256
6	537447859	494894	898	547	142	944	140	170	822	3.56732E-07	0.007092199	0.014184397
6	537948276	497209	832	367	75	808	118	102	622	-0.011059448	-0.222797927	9.580310881
6	538448693	495295	696	335	85	768	87	103	825	-1.57219E-06	-0.011627907	0.023255814
6	538949110	495769	798	402	116	787	142	128	930	-0.001023437	-0.100775194	2.620155039
6	539449527	495048	960	490	155	912	141	136	882	0.000105806	0.047297297	0.662162162
6	539949944	496046	718	342	82	819	72	66	930	0.000273803	0.064935065	0.649350649
6	540450361	495756	829	410	122	821	107	78	935	0.000281039	0.065502183	0.982532751
6	540950778	495171	861	404	131	837	131	147	954	0	0	0
6	541451195	495558	785	407	104	873	135	91	951	-0.002182184	-0.129707113	4.020920502
6	541951612	495765	785	395	100	746	85	181	1053	0.000533039	0.081081081	1.216216216
6	542452029	495040	872	445	199	935	130	181	1223	0.009224856	0.209726444	14.47112462
6	542952446	495010	886	482	160	871	144	157	1091	0.000145794	0.052631579	0.842105263
6	543452863	495353	873	518	119	822	159	155	1069	-0.002978829	-0.143884892	5.755395683
6	543953280	495870	806	347	102	789	96	137	837	2.78265E-05	0.03030303	0.181818182
6	544453697	495011	939	537	214	970	148	223	1041	0.006060467	0.182320442	12.03314917
6	544954114	494529	910	465	159	907	155	203	1133	2.06724E-06	0.012738854	0.050955414
6	545454531	494784	1006	486	204	940	142	204	1030	0.005753694	0.179190751	11.10982659
6	545954948	495045	1006	503	207	942	143	214	681	0.006114146	0.182857143	11.70285714
6	546455365	495751	978	497	144	889	164	157	738	-0.000273803	-0.064935065	1.298701299
6	546955782	494405	1018	522	147	838	120	143	839	0.001034088	0.101123596	2.730337079
6	547456199	495327	848	459	119	875	208	125	680	-0.020161682	-0.272171254	24.22324159
6	547956616	495158	1041	522	156	1060	178	168	983	-0.000285778	-0.065868263	1.449101796
6	548457033	494703	840	585	176	965	165	221	855	3.35672E-05	0.032258065	0.35483871
6	548957450	495152	934	500	113	912	191	217	936	-0.016891299	-0.256578947	20.01315789
6	549457867	494691	962	583	125	927	143	240	995	-0.000302979	-0.067164179	1.208955224
6	549958284	494234	946	439	191	1005	145	259	1162	0.002565994	0.136904762	6.297619048
6	550458701	494614	879	513	175	1033	120	164	1346	0.006480702	0.186440678	10.25423729
6	550959118	493768	1158	688	197	1115	214	235	1176	-7.07655E-05	-0.04136253	0.703163017
6	551459535	494855	902	582	196	957	164	159	1174	0.000702332	0.088888889	2.844444444
6	551959952	494268	1022	485	149	985	144	212	1251	4.96944E-06	0.017064846	0.085324232
6	552460369	494543	967	512	237	955	196	199	1094	0.000848961	0.094688222	3.88221709
6	552960786	494355	964	504	212	1006	160	213	1446	0.002731374	0.139784946	7.268817204
6	553461203	493622	924	690	190	996	234	227	1322	-0.001117533	-0.103773585	4.566037736
6	553961620	494429	927	502	172	958	220	207	1263	-0.00183597	-0.12244898	5.87755102
6	554462037	494191	1070	565	165	1057	233	323	1155	-0.004987438	-0.170854271	11.61809045
6	554962454	493121	1198	625	231	1037	239	294	1274	-4.93147E-06	-0.017021277	0.136170213
6	555462871	492420	1158	648	197	1135	199	306	1231	-1.28826E-07	-0.005050505	0.01010101
6	555963288	72294	135	33	19	132	6	39	130	0.140608	0.52	6.76
7	556463705	494506	702	75	18	602	31	97	1559	-0.018674192	-0.265306122	3.448979592
7	556964122	495913	682	106	14	577	12	98	1528	0.000455166	0.076923077	0.153846154
7	557464539	494386	778	120	12	725	12	146	1317	0	0	0
7	557964956	496588	519	46	0	368	12	105	722	-1	-1	12
7	558465373	496561	535	71	19	484	8	92	825	0.067621806	0.407407407	4.481481481
7	558965790	495231	761	148	25	652	30	104	1418	-0.000751315	-0.090909091	0.454545455
7	559466207	495975	688	230	53	638	43	60	1296	0.001130281	0.104166667	1.041666667
7	559966624	496668	642	233	46	630	77	80	1155	-0.016009204	-0.25203252	7.81300813
7	560467041	495778	659	271	55	677	85	85	1331	-0.00983965	-0.214285714	6.428571429
7	560967458	495709	638	280	47	702	92	77	1163	-0.033930725	-0.323741007	14.56834532
7	561467875	496122	607	283	52	678	75	61	1183	-0.005939807	-0.181102362	4.165354331
7	561968292	495956	733	281	79	687	80	112	1089	-2.48776E-07	-0.006289308	0.006289308
7	562468709	495022	827	354	79	768	133	161	1465	-0.016526226	-0.254716981	13.75471698
7	562969126	494922	952	353	62	787	149	148	1395	-0.070098769	-0.412322275	35.87203791
7	563469543	495094	891	441	102	829	138	181	1318	-0.003375	-0.15	5.4
7	563969960	495548	869	411	127	883	99	159	1143	0.00190173	0.123893805	3.469026549
7	564470377	495040	860	404	123	967	149	106	1241	-0.0008734	-0.095588235	2.485294118
7	564970794	495220	763	358	180	819	107	98	1065	0.016455947	0.254355401	18.56794425
7	565471211	495186	902	372	137	849	109	153	1162	0.001474581	0.113821138	3.18699187
7	565971628	495358	980	334	119	809	84	174	1039	0.005125261	0.172413793	6.034482759
7	566472045	495278	826	309	78	768	101	160	1247	-0.002121409	-0.12849162	2.955307263
7	566972462	496433	942	395	110	826	88	149	1152	0.001371742	0.111111111	2.444444444
7	567472879	493888	758	421	89	782	185	117	1147	-0.043009264	-0.350364964	33.6350365
7	567973296	496229	747	273	56	716	61	164	1106	-7.80463E-05	-0.042735043	0.213675214
7	568473713	495944	811	318	86	789	87	151	881	-1.93135E-07	-0.005780347	0.005780347
7	568974130	496436	810	418	108	879	131	124	892	-0.00089123	-0.09623431	2.213389121
7	569474547	494977	786	405	96	789	112	253	1049	-0.000455166	-0.076923077	1.230769231
7	569974964	495986	790	238	26	726	38	82	625	-0.006591797	-0.1875	2.25
7	570475381	495193	779	285	66	790	45	96	1387	0.006771563	0.189189189	3.972972973
7	570975798	495931	884	329	79	751	92	149	965	-0.000439381	-0.076023392	0.988304094
7	571476215	495794	871	316	90	741	100	107	915	-0.000145794	-0.052631579	0.526315789
7	571976632	495411	918	369	115	851	119	185	1052	-4.99496E-06	-0.017094017	0.068376068
7	572477049	495835	908	363	120	751	83	154	778	0.006055041	0.18226601	6.743842365
7	572977466	495604	854	418	105	824	149	111	722	-0.005198247	-0.173228346	7.622047244
7	573477883	496341	780	348	123	806	106	103	889	0.00040911	0.074235808	1.262008734
7	573978300	495457	780	369	102	875	84	123	958	0.000906314	0.096774194	1.741935484
7	574478717	494629	911	320	94	695	69	146	1530	0.003607923	0.153374233	3.834355828
7	574979134	495292	859	381	111	801	108	188	1060	2.57058E-06	0.01369863	0.04109589
7	575479551	495576	919	397	108	793	130	173	803	-0.000789836	-0.092436975	2.033613445
7	575979968	495104	878	453	127	859	171	119	1114	-0.003218913	-0.147651007	6.496644295
7	576480385	494862	946	459	95	902	156	151	1080	-0.014353848	-0.243027888	14.8247012
7	576980802	495454	923	351	92	733	73	138	844	0.001526894	0.115151515	2.187878788
7	577481219	496220	778	349	100	767	98	131	915	1.03061E-06	0.01010101	0.02020202
7	577981636	495811	715	334	123	839	112	90	887	0.000102559	0.046808511	0.514893617
7	578482053	495423	855	419	97	814	170	105	1015	-0.020437831	-0.27340824	19.9588015
7	578982470	495854	791	314	134	764	111	99	1144	0.000827342	0.093877551	2.159183673
7	579482887	495298	777	332	64	759	66	128	1181	-3.64133E-06	-0.015384615	0.030769231
7	579983304	495399	837	405	136	771	140	226	1107	-3.04406E-06	-0.014492754	0.057971014
7	580483721	495578	988	295	63	770	60	364	1109	1.45094E-05	0.024390244	0.073170732
7	580984138	496136	756	146	12	499	25	196	1052	-0.043373542	-0.351351351	4.567567568
7	581484555	496169	859	223	22	648	25	188	857	-0.000260058	-0.063829787	0.191489362
7	581984972	495356	864	175	56	584	40	320	1315	0.00462963	0.166666667	2.666666667
7	582485389	495404	746	244	60	630	69	217	1501	-0.000339593	-0.069767442	0.627906977
7	582985806	495987	822	235	57	678	43	262	881	0.002744	0.14	1.96
7	583486223	494634	891	293	68	699	61	325	1352	0.000159781	0.054263566	0.379844961
7	583986640	494814	854	493	56	753	153	165	1523	-0.099971531	-0.464114833	45.01913876
7	584487057	496221	804	299	63	734	71	174	854	-0.000212792	-0.059701493	0.47761194
7	584987474	495792	788	350	76	764	65	180	1040	0.000474811	0.078014184	0.858156028
7	585487891	495175	822	324	90	717	76	202	1300	0.000599874	0.084337349	1.180722892
7	585988308	495091	894	402	105	792	130	221	1245	-0.001203972	-0.106382979	2.659574468
7	586488725	495656	781	403	135	835	158	107	1007	-0.000483705	-0.078498294	1.805460751
7	586989142	495139	949	411	91	833	135	132	1106	-0.007379598	-0.194690265	8.566371681
7	587489559	495570	812	397	77	737	101	123	986	-0.002451172	-0.134831461	3.235955056
7	587989976	495364	936	494	119	867	138	95	965	-0.000404074	-0.073929961	1.404669261
7	588490393	496222	718	313	96	749	77	93	759	0.001324715	0.10982659	2.086705202
7	588990810	495898	751	430	93	790	123	100	959	-0.002679184	-0.138888889	4.166666667
7	589491227	495714	866	319	134	787	88	185	993	0.008896406	0.207207207	9.531531532
7	589991644	494645	944	436	153	790	116	237	1218	0.002602246	0.137546468	5.089219331
7	590492061	496168	790	236	80	754	50	158	1031	0.012289486	0.230769231	6.923076923
7	590992478	496609	709	243	30	604	57	101	889	-0.029890524	-0.310344828	8.379310345
7	591492895	495932	806	369	89	784	67	150	972	0.002804751	0.141025641	3.102564103
7	591993312	495559	897	354	71	833	102	136	852	-0.005753694	-0.179190751	5.554913295
7	592493729	495647	907	399	101	789	117	184	1010	-0.000395358	-0.073394495	1.174311927
7	592994146	495290	990	409	84	863	162	237	1134	-0.031877077	-0.317073171	24.73170732
7	593494563	495424	863	382	56	865	78	223	688	-0.004425411	-0.164179104	3.611940299
7	593994980	495735	749	251	55	782	51	94	1259	5.37356E-05	0.037735849	0.150943396
7	594495397	495318	840	286	85	810	109	137	1327	-0.00189334	-0.12371134	2.969072165
7	594995814	494458	928	267	52	778	65	222	1317	-0.001371742	-0.111111111	1.444444444
7	595496231	495566	805	374	135	785	102	142	1217	0.002699584	0.139240506	4.594936709
7	595996648	494716	728	372	128	818	132	136	1456	-3.64133E-06	-0.015384615	0.061538462
7	596497065	494714	881	392	164	999	139	117	1228	0.000561684	0.082508251	2.062706271
7	596997482	494486	808	421	180	824	158	185	1645	0.000275752	0.065088757	1.431952663
7	597497899	495477	843	204	40	760	57	102	1218	-0.005383089	-0.175257732	2.979381443
7	597998316	496002	799	119	33	697	22	29	1274	0.008	0.2	2.2
7	598498733	495243	653	137	25	654	21	36	1479	0.000657516	0.086956522	0.347826087
7	598999150	495739	790	211	58	753	52	76	1276	0.000162284	0.054545455	0.327272727
7	599499567	494579	790	232	45	738	75	64	1449	-0.015625	-0.25	7.5
7	599999984	495801	812	314	117	817	89	110	1089	0.002511149	0.13592233	3.805825243
7	600500401	495814	793	286	56	718	105	146	1053	-0.028191008	-0.304347826	14.91304348
7	601000818	497177	884	294	94	822	73	134	807	0.001988422	0.125748503	2.640718563
7	601501235	494681	807	407	103	826	149	106	811	-0.006082357	-0.182539683	8.396825397
7	602001652	496642	704	332	64	725	86	106	868	-0.003154963	-0.146666667	3.226666667
7	602502069	496734	788	371	92	712	94	139	841	-1.24323E-06	-0.010752688	0.021505376
7	603002486	495069	777	330	62	684	63	133	1009	-0.000000512	-0.008	0.008
7	603502903	496377	797	301	43	677	42	139	733	1.62833E-06	0.011764706	0.011764706
7	604003320	494909	991	470	114	887	138	154	1116	-0.000863838	-0.095238095	2.285714286
7	604503737	495173	837	429	178	900	117	158	1150	0.008841449	0.206779661	12.61355932
7	605004154	496049	822	383	81	784	84	192	842	-6.01052E-06	-0.018181818	0.054545455
7	605504571	495806	793	324	75	781	91	180	963	-0.000895438	-0.096385542	1.542168675
7	606004988	495346	825	411	75	847	144	131	976	-0.031276268	-0.315068493	21.73972603
7	606505405	495384	871	424	85	821	96	198	977	-0.000224462	-0.060773481	0.668508287
7	607005822	495415	860	440	91	853	104	174	1137	-0.000296296	-0.066666667	0.866666667
7	607506239	495809	796	387	101	761	107	226	924	-2.40029E-05	-0.028846154	0.173076923
7	608006656	495591	823	430	89	800	121	133	1100	-0.003538279	-0.152380952	4.876190476
7	608507073	495768	791	441	88	751	75	121	1105	0.000507303	0.079754601	1.036809816
7	609007490	495764	912	356	86	783	82	185	1006	1.34975E-05	0.023809524	0.095238095
7	609507907	495918	763	231	82	769	56	76	923	0.006687792	0.188405797	4.898550725
7	610008324	495647	834	429	100	803	129	125	983	-0.002030895	-0.126637555	3.672489083
7	610508741	495133	929	381	75	730	194	102	978	-0.086573314	-0.442379182	52.64312268
7	611009158	495172	936	442	130	799	164	124	1001	-0.00154666	-0.115646259	3.931972789
7	611509575	495683	805	408	115	820	116	170	858	-8.11267E-08	-0.004329004	0.004329004
7	612009992	495575	855	364	115	854	97	159	817	0.000612082	0.08490566	1.528301887
7	612510409	495776	809	347	99	800	93	112	914	3.05176E-05	0.03125	0.1875
7	613010826	496215	758	326	149	813	125	87	943	0.00067202	0.087591241	2.102189781
7	613511243	495712	802	374	94	768	140	141	975	-0.007596717	-0.196581197	9.042735043
7	614011660	495314	927	417	95	883	115	158	965	-0.000863838	-0.095238095	1.904761905
7	614512077	496036	959	420	84	847	131	180	770	-0.010446678	-0.218604651	10.2744186
7	615012494	494178	940	516	122	939	129	205	1152	-2.16907E-05	-0.027888446	0.195219124
7	615512911	494419	1050	404	109	861	157	248	1361	-0.00587596	-0.180451128	8.661654135
7	616013328	494388	964	483	92	889	152	186	1262	-0.014869086	-0.245901639	14.75409836
7	616513745	494573	979	519	184	972	170	208	1311	6.18549E-05	0.039548023	0.553672316
7	617014162	494981	940	465	145	873	116	152	950	0.001371742	0.111111111	3.222222222
7	617514579	495111	869	439	130	846	129	239	1151	5.75573E-08	0.003861004	0.003861004
7	618014996	495445	948	413	123	805	126	240	1166	-1.7489E-06	-0.012048193	0.036144578
7	618515413	495569	769	372	109	829	132	92	831	-0.000869225	-0.095435685	2.195020747
7	619015830	495526	836	425	126	859	144	117	975	-0.000296296	-0.066666667	1.2
7	619516247	496249	805	406	119	807	144	134	719	-0.00085892	-0.095057034	2.376425856
7	620016664	495281	875	352	136	865	159	185	1258	-0.000473934	-0.077966102	1.793220339
7	620517081	495833	786	343	106	726	92	88	1014	0.000353499	0.070707071	0.98989899
7	621017498	494821	1057	513	132	850	134	170	1104	-4.25055E-07	-0.007518797	0.015037594
7	621517915	495176	833	377	106	770	92	105	1124	0.000353499	0.070707071	0.98989899
7	622018332	495285	928	412	137	788	139	218	1060	-3.80507E-07	-0.007246377	0.014492754
7	622518749	495831	822	331	118	750	58	99	874	0.039620116	0.340909091	20.45454545
7	623019166	496565	761	309	73	761	73	79	634	0	0	0
7	623519583	496154	941	370	125	857	122	133	676	1.79173E-06	0.012145749	0.036437247
7	624020000	494969	963	506	140	907	130	198	747	5.08053E-05	0.037037037	0.37037037
7	624520417	494917	887	487	143	841	151	136	845	-2.01478E-05	-0.027210884	0.217687075
7	625020834	494872	1018	416	65	732	103	218	1377	-0.011572387	-0.226190476	8.595238095
7	625521251	495483	907	472	124	848	77	105	881	0.012785137	0.233830846	10.99004975
7	626021668	495274	857	379	150	836	107	89	996	0.004683883	0.167315175	7.194552529
7	626522085	494872	885	548	108	912	139	187	989	-0.001976943	-0.125506073	3.890688259
7	627022502	495002	863	467	122	868	220	180	1027	-0.023528807	-0.286549708	28.08187135
7	627522919	494486	962	645	113	932	166	195	1055	-0.006855119	-0.189964158	10.06810036
7	628023336	495429	814	419	169	904	110	131	1074	0.009456783	0.211469534	12.47670251
7	628523753	495613	895	461	125	825	141	176	1094	-0.000217628	-0.060150376	0.962406015
7	629024170	495368	901	459	147	813	120	115	988	0.001034088	0.101123596	2.730337079
7	629524587	494487	858	492	199	895	138	138	1164	0.005930616	0.181008902	11.04154303
7	630025004	495917	920	516	155	942	197	169	879	-0.001698712	-0.119318182	5.011363636
7	630525421	494346	874	466	159	918	148	170	1107	4.60005E-05	0.035830619	0.394136808
7	631025838	494699	948	587	119	876	165	256	1009	-0.004249311	-0.161971831	7.450704225
7	631526255	495154	925	329	72	733	85	240	1137	-0.000567716	-0.082802548	1.076433121
7	632026672	495099	947	484	121	883	137	196	1025	-0.000238507	-0.062015504	0.992248062
7	632527089	495036	931	408	150	911	144	194	1120	8.49986E-06	0.020408163	0.12244898
7	633027506	495231	877	477	142	921	185	176	1000	-0.002273852	-0.131498471	5.654434251
7	633527923	495122	962	456	101	882	136	191	1098	-0.003220765	-0.147679325	5.168776371
7	634028340	494621	945	404	146	865	91	133	1162	0.012498072	0.232067511	12.76371308
7	634528757	494921	825	325	123	851	65	102	1386	0.029363677	0.308510638	17.89361702
7	635029174	494686	990	510	114	965	124	150	1177	-7.4177E-05	-0.042016807	0.420168067
7	635529591	494344	1000	437	105	800	115	200	1277	-9.39144E-05	-0.045454545	0.454545455
7	636030008	494772	1065	435	110	919	126	180	1108	-0.000311619	-0.06779661	1.084745763
7	636530425	494232	1062	475	161	984	175	168	1138	-7.2338E-05	-0.041666667	0.583333333
7	637030842	467994	1073	623	170	1014	170	192	1113	0	0	0
8	637531259	493446	958	559	176	952	190	118	1815	-5.59681E-05	-0.038251366	0.535519126
8	638031676	493812	746	509	268	999	278	34	1637	-6.14359E-06	-0.018315018	0.183150183
8	638532093	495488	631	303	79	713	93	21	1481	-0.000539261	-0.081395349	1.139534884
8	639032510	495437	712	163	29	721	37	34	1669	-0.001780894	-0.121212121	0.96969697
