#chrom	coord	total	dtotal	T12	T34	T1234	DFO_left	DFO_right	DFO_total	DFO_stat	DFO_chisq	DFO_Pvalue	DIL_left	DIL_right	DIL_total	DIL_stat	DIL_chisq	DIL_Pvalue	DFI_left	DFI_right	DFI_total	DFI_stat	DFI_chisq	DFI_Pvalue	DOL_left	DOL_right	DOL_total	DOL_stat	DOL_chisq	DOL_Pvalue	introgression	introgna	intrognone	introg13	introg14	introg23	introg24	introg31	introg41	introg32	introg42	introg123	introg124
X	36000248	494413	77.0	2.62938069994e-05	4.44972118452e-05	3.84294102299e-05	25.0	26.0	51.0	-0.0196078431373	0.0196078431373	0.888637860895	27.0	24.0	51.0	0.0588235294118	0.176470588235	0.674424072235	19.0	13.0	32.0	0.1875	1.125	0.288844366346	21.0	11.0	32.0	0.3125	3.125	0.0770998717435	none	0	1	0	0	0	0	0	0	0	0	0	0
X	36500122	494527	83.0	4.24648199188e-05	3.74094842142e-05	4.09482192074e-05	28.0	13.0	41.0	0.365853658537	5.48780487805	0.0191495715008	30.0	11.0	41.0	0.463414634146	8.80487804878	0.0030042622394	25.0	21.0	46.0	0.0869565217391	0.347826086957	0.555346316671	27.0	19.0	46.0	0.173913043478	1.39130434783	0.238184949992	none	0	1	0	0	0	0	0	0	0	0	0	0
X	37000005	494313	33.0	1.21380582748e-05	1.92185922685e-05	1.77013349841e-05	10.0	11.0	21.0	-0.047619047619	0.047619047619	0.827259346563	8.0	13.0	21.0	-0.238095238095	1.19047619048	0.275233524075	8.0	6.0	14.0	0.142857142857	0.285714285714	0.592980098017	6.0	8.0	14.0	-0.142857142857	0.285714285714	0.592980098017	none	0	1	0	0	0	0	0	0	0	0	0	0
X	37500011	494551	46.0	9.09916267483e-06	3.23525783994e-05	2.27479066871e-05	23.0	14.0	37.0	0.243243243243	2.18918918919	0.138982460293	22.0	15.0	37.0	0.189189189189	1.32432432432	0.249817441836	7.0	3.0	10.0	0.4	1.6	0.205903210732	6.0	4.0	10.0	0.2	0.4	0.527089256866	none	0	1	0	0	0	0	0	0	0	0	0	0
X	38000051	493980	57.0	1.31584274667e-05	3.94752824001e-05	2.73290416616e-05	30.0	14.0	44.0	0.363636363636	5.81818181818	0.0158613327398	28.0	16.0	44.0	0.272727272727	3.27272727273	0.0704404292721	10.0	7.0	17.0	0.176470588235	0.529411764706	0.466854270823	8.0	9.0	17.0	-0.0588235294118	0.0588235294118	0.808365155915	none	0	1	0	0	0	0	0	0	0	0	0	0
X	38500098	494544	22.0	1.01103238539e-05	1.01103238539e-05	1.11213562393e-05	9.0	2.0	11.0	0.636363636364	4.45454545455	0.0348084788119	10.0	1.0	11.0	0.818181818182	7.36363636364	0.00665560548295	8.0	4.0	12.0	0.333333333333	1.33333333333	0.24821307899	9.0	3.0	12.0	0.5	3.0	0.0832645166636	none	0	1	0	0	0	0	0	0	0	0	0	0
X	39000086	494702	82.0	3.33534127616e-05	3.33534127616e-05	3.33534127616e-05	31.0	18.0	49.0	0.265306122449	3.44897959184	0.0632908322333	40.0	9.0	49.0	0.632653061224	19.612244898	9.48593039229e-06	18.0	24.0	42.0	-0.142857142857	0.857142857143	0.354539479774	27.0	15.0	42.0	0.285714285714	3.42857142857	0.0640775064511	none	0	1	0	0	0	0	0	0	0	0	0	0
X	39500012	493909	109.0	4.65672826371e-05	5.36536082558e-05	5.31474421402e-05	22.0	40.0	62.0	-0.290322580645	5.22580645161	0.0222541248231	25.0	37.0	62.0	-0.193548387097	2.32258064516	0.127508330491	32.0	22.0	54.0	0.185185185185	1.85185185185	0.173568166556	35.0	19.0	54.0	0.296296296296	4.74074074074	0.0294563856326	none	0	1	0	0	0	0	0	0	0	0	0	0
X	40000229	494339	103.0	3.33779046363e-05	6.16985509944e-05	5.05725827823e-05	38.0	31.0	69.0	0.101449275362	0.710144927536	0.399395703667	38.0	31.0	69.0	0.101449275362	0.710144927536	0.399395703667	18.0	20.0	38.0	-0.0526315789474	0.105263157895	0.745602788927	18.0	20.0	38.0	-0.0526315789474	0.105263157895	0.745602788927	none	0	1	0	0	0	0	0	0	0	0	0	0
X	40500005	494233	84.0	3.54084004913e-05	4.14784120041e-05	3.94550748331e-05	24.0	21.0	45.0	0.0666666666667	0.2	0.654720846019	22.0	23.0	45.0	-0.0222222222222	0.0222222222222	0.881497452191	30.0	13.0	43.0	0.395348837209	6.72093023256	0.00952879138632	28.0	15.0	43.0	0.302325581395	3.93023255814	0.0474253855087	none	0	1	0	0	0	0	0	0	0	0	0	0
X	41000021	494347	48.0	1.61829645977e-05	3.03430586208e-05	2.42744468966e-05	20.0	12.0	32.0	0.25	2.0	0.15729920705	20.0	12.0	32.0	0.25	2.0	0.15729920705	12.0	6.0	18.0	0.333333333333	2.0	0.15729920705	12.0	6.0	18.0	0.333333333333	2.0	0.15729920705	none	0	1	0	0	0	0	0	0	0	0	0	0
X	41500081	494463	101.0	3.13471382085e-05	6.06718804036e-05	4.80319053195e-05	54.0	15.0	69.0	0.565217391304	22.0434782609	2.66543775096e-06	49.0	20.0	69.0	0.420289855072	12.1884057971	0.000480874617879	28.0	11.0	39.0	0.435897435897	7.41025641026	0.00648530797067	23.0	16.0	39.0	0.179487179487	1.25641025641	0.262331675408	13	0	0	1	0	0	0	0	0	0	0	0	0
X	42000085	494340	47.0	1.61831937533e-05	2.62976898491e-05	2.32633410204e-05	25.0	5.0	30.0	0.666666666667	13.3333333333	0.000260729632855	23.0	7.0	30.0	0.533333333333	8.53333333333	0.00348700489214	17.0	2.0	19.0	0.789473684211	11.8421052632	0.000579063217219	15.0	4.0	19.0	0.578947368421	6.36842105263	0.0116168914342	13	0	0	1	0	0	0	0	0	0	0	0	0
X	42500212	494467	37.0	1.51678473993e-05	1.82014168792e-05	1.66846321393e-05	16.0	6.0	22.0	0.454545454545	4.54545454545	0.0330062576612	15.0	7.0	22.0	0.363636363636	2.90909090909	0.0880815116622	8.0	10.0	18.0	-0.111111111111	0.222222222222	0.637351888234	7.0	11.0	18.0	-0.222222222222	0.888888888889	0.345778586151	none	0	1	0	0	0	0	0	0	0	0	0	0
X	43000040	494278	163.0	6.47408948001e-05	8.39608479439e-05	7.63740243345e-05	50.0	47.0	97.0	0.0309278350515	0.0927835051546	0.760667887765	54.0	43.0	97.0	0.113402061856	1.24742268041	0.264045302845	41.0	37.0	78.0	0.0512820512821	0.205128205128	0.650612963933	45.0	33.0	78.0	0.153846153846	1.84615384615	0.174231388248	none	0	1	0	0	0	0	0	0	0	0	0	0
X	43500921	494544	227.0	9.40260118412e-05	0.000114246659549	0.000109191497622	61.0	70.0	131.0	-0.0687022900763	0.618320610687	0.431672042916	65.0	66.0	131.0	-0.00763358778626	0.00763358778626	0.930377092258	71.0	35.0	106.0	0.339622641509	12.2264150943	0.000471176434922	75.0	31.0	106.0	0.415094339623	18.2641509434	1.92292087399e-05	none	0	1	0	0	0	0	0	0	0	0	0	0
X	44000010	492486	233.0	8.73121266391e-05	0.000122846131667	0.000108124901012	86.0	58.0	144.0	0.194444444444	5.44444444444	0.0196306572573	84.0	60.0	144.0	0.166666666667	4.0	0.0455002638964	62.0	39.0	101.0	0.227722772277	5.23762376238	0.0221034449934	60.0	41.0	101.0	0.188118811881	3.57425742574	0.0586816797282	none	0	1	0	0	0	0	0	0	0	0	0	0
X	44500176	494093	246.0	0.00010018356868	0.000110303121072	0.000112327031551	70.0	74.0	144.0	-0.0277777777778	0.111111111111	0.738882680364	82.0	62.0	144.0	0.138888888889	2.77777777778	0.0955807045456	57.0	67.0	124.0	-0.0806451612903	0.806451612903	0.369171416333	69.0	55.0	124.0	0.112903225806	1.58064516129	0.208667787698	none	0	1	0	0	0	0	0	0	0	0	0	0
X	45000017	494165	142.0	4.75549664586e-05	8.90390861352e-05	7.03206418909e-05	49.0	46.0	95.0	0.0315789473684	0.0947368421053	0.758239463615	45.0	50.0	95.0	-0.0526315789474	0.263157894737	0.607958892175	32.0	19.0	51.0	0.254901960784	3.3137254902	0.0687035743229	28.0	23.0	51.0	0.0980392156863	0.490196078431	0.483839851394	none	0	1	0	0	0	0	0	0	0	0	0	0
X	45500087	494227	112.0	5.1595724232e-05	5.36190859666e-05	5.46307668339e-05	27.0	33.0	60.0	-0.1	0.6	0.438578026081	27.0	33.0	60.0	-0.1	0.6	0.438578026081	29.0	29.0	58.0	0.0	0	1	29.0	29.0	58.0	0.0	0	1	na	1	0	0	0	0	0	0	0	0	0	0	0
X	46000321	494550	196.0	8.69477302598e-05	9.60469113335e-05	9.55414012739e-05	62.0	46.0	108.0	0.148148148148	2.37037037037	0.123657710403	60.0	48.0	108.0	0.111111111111	1.33333333333	0.24821307899	53.0	43.0	96.0	0.104166666667	1.04166666667	0.307434165927	51.0	45.0	96.0	0.0625	0.375	0.540291374607	none	0	1	0	0	0	0	0	0	0	0	0	0
X	46500064	494000	96.0	3.74493927126e-05	5.26315789474e-05	4.70647773279e-05	33.0	23.0	56.0	0.178571428571	1.78571428571	0.181449207721	32.0	24.0	56.0	0.142857142857	1.14285714286	0.285049407403	33.0	10.0	43.0	0.53488372093	12.3023255814	0.000452394260298	32.0	11.0	43.0	0.488372093023	10.2558139535	0.00136254502278	none	0	1	0	0	0	0	0	0	0	0	0	0
X	47000036	494838	140.0	5.45633116293e-05	7.4771945566e-05	6.66884919913e-05	39.0	44.0	83.0	-0.0602409638554	0.301204819277	0.58312809138	37.0	46.0	83.0	-0.10843373494	0.975903614458	0.323212234622	39.0	22.0	61.0	0.27868852459	4.73770491803	0.0295084120367	37.0	24.0	61.0	0.213114754098	2.77049180328	0.0960166565958	none	0	1	0	0	0	0	0	0	0	0	0	0
X	47500070	494034	204.0	7.89419351705e-05	0.00011031629402	0.000101713647239	61.0	64.0	125.0	-0.024	0.072	0.788446734264	62.0	63.0	125.0	-0.008	0.008	0.928730074565	50.0	38.0	88.0	0.136363636364	1.63636363636	0.200825122695	51.0	37.0	88.0	0.159090909091	2.22727272727	0.135593001266	none	0	1	0	0	0	0	0	0	0	0	0	0
X	48000008	493580	175.0	7.80015397707e-05	8.61055958507e-05	9.11706309008e-05	56.0	40.0	96.0	0.166666666667	2.66666666667	0.10247043486	54.0	42.0	96.0	0.125	1.5	0.22067136192	48.0	37.0	85.0	0.129411764706	1.42352941176	0.232823351692	46.0	39.0	85.0	0.0823529411765	0.576470588235	0.447699072465	none	0	1	0	0	0	0	0	0	0	0	0	0
X	48500130	493967	212.0	8.90747762502e-05	0.000104257976747	9.97030165983e-05	58.0	63.0	121.0	-0.0413223140496	0.206611570248	0.649436283727	57.0	64.0	121.0	-0.0578512396694	0.404958677686	0.524539436435	62.0	36.0	98.0	0.265306122449	6.89795918367	0.00862942022078	61.0	37.0	98.0	0.244897959184	5.87755102041	0.015335137038	none	0	1	0	0	0	0	0	0	0	0	0	0
X	49000053	493641	85.0	3.24122185961e-05	4.35539187385e-05	4.10217141607e-05	35.0	17.0	52.0	0.346153846154	6.23076923077	0.012554918597	35.0	17.0	52.0	0.346153846154	6.23076923077	0.012554918597	22.0	17.0	39.0	0.128205128205	0.641025641026	0.423339641582	22.0	17.0	39.0	0.128205128205	0.641025641026	0.423339641582	none	0	1	0	0	0	0	0	0	0	0	0	0
X	49500191	493791	210.0	5.77167263073e-05	0.000137710083821	0.000106826572376	87.0	63.0	150.0	0.16	3.84	0.0500435212487	86.0	64.0	150.0	0.146666666667	3.22666666667	0.0724480135298	50.0	15.0	65.0	0.538461538462	18.8461538462	1.41696528069e-05	49.0	16.0	65.0	0.507692307692	16.7538461538	4.25559131076e-05	none	0	1	0	0	0	0	0	0	0	0	0	0
X	50000043	493420	204.0	8.41068460946e-05	9.01868590653e-05	9.72802075311e-05	54.0	61.0	115.0	-0.0608695652174	0.426086956522	0.513915292328	56.0	59.0	115.0	-0.0260869565217	0.0782608695652	0.779668207986	60.0	43.0	103.0	0.165048543689	2.80582524272	0.0939225046117	62.0	41.0	103.0	0.203883495146	4.28155339806	0.0385281215264	none	0	1	0	0	0	0	0	0	0	0	0	0
X	50500007	493565	158.0	6.07822677864e-05	8.20560615117e-05	7.34452402419e-05	61.0	36.0	97.0	0.257731958763	6.44329896907	0.0111371630612	62.0	35.0	97.0	0.278350515464	7.51546391753	0.00611715285567	36.0	32.0	68.0	0.0588235294118	0.235294117647	0.627625805028	37.0	31.0	68.0	0.0882352941176	0.529411764706	0.466854270823	none	0	1	0	0	0	0	0	0	0	0	0	0
X	51000023	492998	210.0	7.70794202005e-05	0.000110548115814	9.8884782494e-05	58.0	72.0	130.0	-0.107692307692	1.50769230769	0.219491557702	62.0	68.0	130.0	-0.0461538461538	0.276923076923	0.598725069653	55.0	37.0	92.0	0.195652173913	3.52173913043	0.0605688602027	59.0	33.0	92.0	0.282608695652	7.34782608696	0.00671438978555	none	0	1	0	0	0	0	0	0	0	0	0	0
X	51500111	493546	153.0	4.96407629684e-05	9.01638347793e-05	7.19284524644e-05	52.0	50.0	102.0	0.0196078431373	0.0392156862745	0.84302197637	54.0	48.0	102.0	0.0588235294118	0.352941176471	0.552452904882	35.0	20.0	55.0	0.272727272727	4.09090909091	0.0431144467831	37.0	18.0	55.0	0.345454545455	6.56363636364	0.0104083461878	none	0	1	0	0	0	0	0	0	0	0	0	0
X	52000013	493785	159.0	4.96167360288e-05	8.9107607562e-05	7.0374758245e-05	58.0	49.0	107.0	0.0841121495327	0.757009345794	0.384266063709	57.0	50.0	107.0	0.0654205607477	0.457943925234	0.498586453301	42.0	21.0	63.0	0.333333333333	7.0	0.0081509715935	41.0	22.0	63.0	0.301587301587	5.73015873016	0.0166759752605	none	0	1	0	0	0	0	0	0	0	0	0	0
X	52500095	494138	127.0	4.95812910563e-05	6.47592372981e-05	6.02058534256e-05	46.0	29.0	75.0	0.226666666667	3.85333333333	0.0496472296575	46.0	29.0	75.0	0.226666666667	3.85333333333	0.0496472296575	26.0	30.0	56.0	-0.0714285714286	0.285714285714	0.592980098017	26.0	30.0	56.0	-0.0714285714286	0.285714285714	0.592980098017	none	0	1	0	0	0	0	0	0	0	0	0	0
X	53000005	493947	178.0	4.96004632076e-05	0.00010324994382	8.04742209184e-05	75.0	51.0	126.0	0.190476190476	4.57142857143	0.0325094446457	82.0	44.0	126.0	0.301587301587	11.4603174603	0.000710981531953	40.0	27.0	67.0	0.194029850746	2.5223880597	0.112240493457	47.0	20.0	67.0	0.402985074627	10.8805970149	0.000971769173971	none	0	1	0	0	0	0	0	0	0	0	0	0
X	53500027	494308	52.0	1.51727263164e-05	2.9333937545e-05	2.22533319307e-05	20.0	16.0	36.0	0.111111111111	0.444444444444	0.504985075094	20.0	16.0	36.0	0.111111111111	0.444444444444	0.504985075094	11.0	9.0	20.0	0.1	0.2	0.654720846019	11.0	9.0	20.0	0.1	0.2	0.654720846019	none	0	1	0	0	0	0	0	0	0	0	0	0
X	54000217	494126	109.0	5.97013717149e-05	4.45230568721e-05	5.71716525744e-05	27.0	20.0	47.0	0.148936170213	1.04255319149	0.307228409731	27.0	20.0	47.0	0.148936170213	1.04255319149	0.307228409731	34.0	30.0	64.0	0.0625	0.25	0.617075077452	34.0	30.0	64.0	0.0625	0.25	0.617075077452	none	0	1	0	0	0	0	0	0	0	0	0	0
X	54500113	494203	91.0	4.04691999037e-05	4.45161198941e-05	4.35043898965e-05	27.0	23.0	50.0	0.08	0.32	0.571607644953	28.0	22.0	50.0	0.12	0.72	0.396143909152	26.0	18.0	44.0	0.181818181818	1.45454545455	0.227799993988	27.0	17.0	44.0	0.227272727273	2.27272727273	0.131668016023	none	0	1	0	0	0	0	0	0	0	0	0	0
X	55000107	494673	44.0	9.09691857045e-06	3.03230619015e-05	1.9709990236e-05	14.0	20.0	34.0	-0.176470588235	1.05882352941	0.303483664025	15.0	19.0	34.0	-0.117647058824	0.470588235294	0.492716677227	4.0	9.0	13.0	-0.384615384615	1.92307692308	0.165517858697	5.0	8.0	13.0	-0.230769230769	0.692307692308	0.405380556459	none	0	1	0	0	0	0	0	0	0	0	0	0
X	55500026	494291	118.0	3.74273454301e-05	6.47391920953e-05	5.41179183922e-05	41.0	33.0	74.0	0.108108108108	0.864864864865	0.352380865109	42.0	32.0	74.0	0.135135135135	1.35135135135	0.245042010632	40.0	13.0	53.0	0.509433962264	13.7547169811	0.00020829709987	41.0	12.0	53.0	0.547169811321	15.8679245283	6.79201501687e-05	none	0	1	0	0	0	0	0	0	0	0	0	0
X	56000003	494228	44.0	1.41635034842e-05	2.83270069684e-05	2.12452552263e-05	11.0	19.0	30.0	-0.266666666667	2.13333333333	0.144127034816	9.0	21.0	30.0	-0.4	4.8	0.0284597369163	12.0	4.0	16.0	0.5	4.0	0.0455002638964	10.0	6.0	16.0	0.25	1.0	0.317310507863	none	0	1	0	0	0	0	0	0	0	0	0	0
X	56500253	494787	63.0	2.62739320152e-05	3.13266112489e-05	3.08213433255e-05	21.0	15.0	36.0	0.166666666667	1.0	0.317310507863	20.0	16.0	36.0	0.111111111111	0.444444444444	0.504985075094	18.0	12.0	30.0	0.2	1.2	0.273321678292	17.0	13.0	30.0	0.133333333333	0.533333333333	0.465208818452	none	0	1	0	0	0	0	0	0	0	0	0	0
X	57000032	494474	160.0	5.86481796818e-05	8.39275674757e-05	7.53325756258e-05	43.0	55.0	98.0	-0.122448979592	1.4693877551	0.225442316995	45.0	53.0	98.0	-0.0816326530612	0.65306122449	0.419020333534	34.0	36.0	70.0	-0.0285714285714	0.0571428571429	0.811070129334	36.0	34.0	70.0	0.0285714285714	0.0571428571429	0.811070129334	none	0	1	0	0	0	0	0	0	0	0	0	0
X	57500235	493933	182.0	6.17492655887e-05	0.000107302002498	8.85747662132e-05	73.0	44.0	117.0	0.247863247863	7.18803418803	0.00733913411704	70.0	47.0	117.0	0.196581196581	4.52136752137	0.0334740651091	45.0	27.0	72.0	0.25	4.5	0.0338948535247	42.0	30.0	72.0	0.166666666667	2.0	0.15729920705	none	0	1	0	0	0	0	0	0	0	0	0	0
X	58000020	494252	134.0	6.27210410884e-05	6.47443004783e-05	6.47443004783e-05	36.0	34.0	70.0	0.0285714285714	0.0571428571429	0.811070129334	38.0	32.0	70.0	0.0857142857143	0.514285714286	0.47328946538	40.0	28.0	68.0	0.176470588235	2.11764705882	0.145610095397	42.0	26.0	68.0	0.235294117647	3.76470588235	0.0523450632732	none	0	1	0	0	0	0	0	0	0	0	0	0
X	58500000	494146	138.0	4.85686416565e-05	8.39832761977e-05	6.72878056283e-05	51.0	38.0	89.0	0.14606741573	1.89887640449	0.168204139048	52.0	37.0	89.0	0.168539325843	2.52808988764	0.111835521837	32.0	22.0	54.0	0.185185185185	1.85185185185	0.173568166556	33.0	21.0	54.0	0.222222222222	2.66666666667	0.10247043486	none	0	1	0	0	0	0	0	0	0	0	0	0
X	59000044	494145	152.0	5.26161349401e-05	8.60071436522e-05	7.23471855427e-05	51.0	44.0	95.0	0.0736842105263	0.515789473684	0.472643320171	50.0	45.0	95.0	0.0526315789474	0.263157894737	0.607958892175	31.0	31.0	62.0	0.0	0	1	30.0	32.0	62.0	-0.0322580645161	0.0645161290323	0.79949536187	na	1	0	0	0	0	0	0	0	0	0	0	0
X	59500081	493468	168.0	5.26883202153e-05	9.52442711584e-05	8.00457172502e-05	56.0	59.0	115.0	-0.0260869565217	0.0782608695652	0.779668207986	54.0	61.0	115.0	-0.0608695652174	0.426086956522	0.513915292328	35.0	30.0	65.0	0.0769230769231	0.384615384615	0.535143452398	33.0	32.0	65.0	0.0153846153846	0.0153846153846	0.90128777318	none	0	1	0	0	0	0	0	0	0	0	0	0
X	60000138	494046	173.0	7.99520692405e-05	7.99520692405e-05	8.09641207499e-05	42.0	49.0	91.0	-0.0769230769231	0.538461538462	0.463071015015	44.0	47.0	91.0	-0.032967032967	0.0989010989011	0.753152364766	54.0	36.0	90.0	0.2	3.6	0.0577795711236	56.0	34.0	90.0	0.244444444444	5.37777777778	0.0203948401834	none	0	1	0	0	0	0	0	0	0	0	0	0
X	60500160	494125	114.0	4.24993675689e-05	6.17252719454e-05	5.61598785732e-05	41.0	29.0	70.0	0.171428571429	2.05714285714	0.151493992404	41.0	29.0	70.0	0.171428571429	2.05714285714	0.151493992404	26.0	22.0	48.0	0.0833333333333	0.333333333333	0.563702861651	26.0	22.0	48.0	0.0833333333333	0.333333333333	0.563702861651	none	0	1	0	0	0	0	0	0	0	0	0	0
X	61000033	492631	235.0	9.54060950285e-05	0.000125854848761	0.000114690305726	91.0	50.0	141.0	0.290780141844	11.9219858156	0.000554753133645	89.0	52.0	141.0	0.262411347518	9.70921985816	0.00183345830118	54.0	50.0	104.0	0.0384615384615	0.153846153846	0.694886602372	52.0	52.0	104.0	0.0	0	1	na	1	0	0	0	0	0	0	0	0	0	0	0
X	61500035	492663	247.0	8.01765101093e-05	0.000143099847157	0.000119757318898	92.0	70.0	162.0	0.135802469136	2.98765432099	0.0839016227559	93.0	69.0	162.0	0.148148148148	3.55555555556	0.0593464387919	41.0	57.0	98.0	-0.163265306122	2.61224489796	0.1060415537	42.0	56.0	98.0	-0.142857142857	2.0	0.15729920705	none	0	1	0	0	0	0	0	0	0	0	0	0
X	62000105	493520	132.0	4.15383368455e-05	7.80110228562e-05	6.28140703518e-05	37.0	49.0	86.0	-0.139534883721	1.67441860465	0.195667742544	38.0	48.0	86.0	-0.116279069767	1.16279069767	0.28088752532	33.0	18.0	51.0	0.294117647059	4.41176470588	0.0356919001168	34.0	17.0	51.0	0.333333333333	5.66666666667	0.0172902805929	none	0	1	0	0	0	0	0	0	0	0	0	0
X	62500105	494051	182.0	7.38790124906e-05	9.41198378305e-05	8.80475902285e-05	61.0	44.0	105.0	0.161904761905	2.75238095238	0.097109722259	58.0	47.0	105.0	0.104761904762	1.15238095238	0.283051287052	48.0	34.0	82.0	0.170731707317	2.39024390244	0.122094578117	45.0	37.0	82.0	0.0975609756098	0.780487804878	0.376991993237	none	0	1	0	0	0	0	0	0	0	0	0	0
X	63000238	494059	176.0	4.95892191014e-05	0.000111322736758	8.14680028094e-05	88.0	35.0	123.0	0.430894308943	22.837398374	1.76301475874e-06	91.0	32.0	123.0	0.479674796748	28.3008130081	1.03852358713e-07	32.0	28.0	60.0	0.0666666666667	0.266666666667	0.605576616335	35.0	25.0	60.0	0.166666666667	1.66666666667	0.196705602459	123	0	0	0	0	0	0	0	0	0	0	1	0
X	63500048	493911	180.0	8.60478912193e-05	8.19985786913e-05	8.70602193513e-05	44.0	49.0	93.0	-0.0537634408602	0.268817204301	0.604126307329	46.0	47.0	93.0	-0.010752688172	0.010752688172	0.917411260192	63.0	32.0	95.0	0.326315789474	10.1157894737	0.00147004450237	65.0	30.0	95.0	0.368421052632	12.8947368421	0.000329507423511	none	0	1	0	0	0	0	0	0	0	0	0	0
X	64000016	493645	116.0	4.45664394454e-05	6.38110382968e-05	5.72273597423e-05	40.0	30.0	70.0	0.142857142857	1.42857142857	0.231997723629	42.0	28.0	70.0	0.2	2.8	0.0942643068412	20.0	28.0	48.0	-0.166666666667	1.33333333333	0.24821307899	22.0	26.0	48.0	-0.0833333333333	0.333333333333	0.563702861651	none	0	1	0	0	0	0	0	0	0	0	0	0
X	64500083	493633	151.0	6.38125895149e-05	7.79931649626e-05	7.39415719776e-05	50.0	37.0	87.0	0.149425287356	1.94252873563	0.163394230803	50.0	37.0	87.0	0.149425287356	1.94252873563	0.163394230803	47.0	25.0	72.0	0.305555555556	6.72222222222	0.0095218911841	47.0	25.0	72.0	0.305555555556	6.72222222222	0.0095218911841	none	0	1	0	0	0	0	0	0	0	0	0	0
X	65000233	493232	181.0	6.18370259837e-05	8.92075128945e-05	8.16045998638e-05	69.0	44.0	113.0	0.221238938053	5.53097345133	0.0186827082351	58.0	55.0	113.0	0.0265486725664	0.0796460176991	0.77777769079	59.0	28.0	87.0	0.35632183908	11.0459770115	0.000888798520988	48.0	39.0	87.0	0.103448275862	0.931034482759	0.334594259585	none	0	1	0	0	0	0	0	0	0	0	0	0
X	65500083	493388	179.0	7.09380852392e-05	0.000100326720553	8.96860077667e-05	50.0	59.0	109.0	-0.0825688073394	0.743119266055	0.388663494523	55.0	54.0	109.0	0.00917431192661	0.00917431192661	0.923693214349	42.0	33.0	75.0	0.12	1.08	0.298697555995	47.0	28.0	75.0	0.253333333333	4.81333333333	0.0282403687333	none	0	1	0	0	0	0	0	0	0	0	0	0
X	66000040	493968	148.0	6.17448903573e-05	8.40135393386e-05	7.49036374826e-05	50.0	36.0	86.0	0.162790697674	2.27906976744	0.13113050287	51.0	35.0	86.0	0.186046511628	2.97674418605	0.0844690322533	44.0	21.0	65.0	0.353846153846	8.13846153846	0.00433360368431	45.0	20.0	65.0	0.384615384615	9.61538461538	0.00192954047585	none	0	1	0	0	0	0	0	0	0	0	0	0
X	66500003	493463	172.0	7.19405507606e-05	8.00465283111e-05	7.80200339235e-05	49.0	47.0	96.0	0.0208333333333	0.0416666666667	0.838256486386	49.0	47.0	96.0	0.0208333333333	0.0416666666667	0.838256486386	59.0	31.0	90.0	0.311111111111	8.71111111111	0.00316276379037	59.0	31.0	90.0	0.311111111111	8.71111111111	0.00316276379037	none	0	1	0	0	0	0	0	0	0	0	0	0
X	67000011	493321	155.0	5.16904814512e-05	9.12184966786e-05	7.55086444729e-05	58.0	44.0	102.0	0.137254901961	1.92156862745	0.165683838913	57.0	45.0	102.0	0.117647058824	1.41176470588	0.234763662828	40.0	20.0	60.0	0.333333333333	6.66666666667	0.00982327450752	39.0	21.0	60.0	0.3	5.4	0.0201367515503	none	0	1	0	0	0	0	0	0	0	0	0	0
X	67500049	493721	216.0	7.89919813012e-05	0.000118487971952	9.97526943355e-05	75.0	59.0	134.0	0.119402985075	1.91044776119	0.166913529108	73.0	61.0	134.0	0.089552238806	1.07462686567	0.299902680167	52.0	40.0	92.0	0.130434782609	1.5652173913	0.210902926057	50.0	42.0	92.0	0.0869565217391	0.695652173913	0.404248494739	none	0	1	0	0	0	0	0	0	0	0	0	0
X	68000140	493587	254.0	0.000101299264365	0.000118520139307	0.000119026635629	55.0	92.0	147.0	-0.251700680272	9.31292517007	0.0022754290721	64.0	83.0	147.0	-0.12925170068	2.45578231293	0.117092817787	76.0	50.0	126.0	0.206349206349	5.36507936508	0.0205438533979	85.0	41.0	126.0	0.349206349206	15.3650793651	8.86108825209e-05	none	0	1	0	0	0	0	0	0	0	0	0	0
X	68500107	493412	184.0	5.97877635728e-05	0.000105388600196	8.36015338095e-05	75.0	45.0	120.0	0.25	7.5	0.00616989932054	74.0	46.0	120.0	0.233333333333	6.53333333333	0.0105871373341	48.0	29.0	77.0	0.246753246753	4.68831168831	0.0303684722343	47.0	30.0	77.0	0.220779220779	3.75324675325	0.0527050417902	none	0	1	0	0	0	0	0	0	0	0	0	0
X	69000056	492672	276.0	0.00010960639127	0.000147156729021	0.000133455930112	89.0	70.0	159.0	0.119496855346	2.27044025157	0.131862439086	89.0	70.0	159.0	0.119496855346	2.27044025157	0.131862439086	66.0	57.0	123.0	0.0731707317073	0.658536585366	0.417077059521	66.0	57.0	123.0	0.0731707317073	0.658536585366	0.417077059521	none	0	1	0	0	0	0	0	0	0	0	0	0
X	69500005	493331	272.0	0.000115541087019	0.000131757379934	0.000128716825012	95.0	59.0	154.0	0.233766233766	8.41558441558	0.00372018193065	95.0	59.0	154.0	0.233766233766	8.41558441558	0.00372018193065	79.0	55.0	134.0	0.179104477612	4.29850746269	0.0381458362596	79.0	55.0	134.0	0.179104477612	4.29850746269	0.0381458362596	123	0	0	0	0	0	0	0	0	0	0	1	0
